68	NOBLE_ARRIVAL
69	D_MIGRANTS_ARRIVAL
70	D_MIGRANT_ARRIVAL
71	D_MIGRANT_ARRIVAL_DISCOURAGED
72	D_NO_MIGRANT_ARRIVAL
73	ANIMAL_TRAP_CATCH
74	ANIMAL_TRAP_ROBBED
75	MISCHIEF_LEVER
76	MISCHIEF_PLATE
77	MISCHIEF_CAGE
78	MISCHIEF_CHAIN
79	DIPLOMAT_ARRIVAL
80	LIAISON_ARRIVAL
81	TRADE_DIPLOMAT_ARRIVAL
82	CAVE_COLLAPSE
83	BIRTH_CITIZEN
84	BIRTH_ANIMAL
85	STRANGE_MOOD
86	MADE_ARTIFACT
87	NAMED_ARTIFACT
88	ITEM_ATTACHMENT
89	VERMIN_CAGE_ESCAPE
90	TRIGGER_WEB
91	MOOD_BUILDING_CLAIMED
92	ARTIFACT_BEGUN
93	MEGABEAST_ARRIVAL
94	WEREBEAST_ARRIVAL
95	BEAST_AMBUSH
96	BERSERK_CITIZEN
97	MAGMA_DEFACES_ENGRAVING
98	ENGRAVING_MELTS
99	MASTERPIECE_CONSTRUCTION
100	MASTER_ARCHITECTURE_LOST
101	MASTER_CONSTRUCTION_LOST
102	ADV_AWAKEN
103	ADV_SLEEP_INTERRUPTED
104	CANCEL_JOB
105	ADV_CREATURE_DEATH
106	CITIZEN_DEATH
107	PET_DEATH
108	ENDGAME_EVENT_1
109	ENDGAME_EVENT_1B
110	ENDGAME_EVENT_2
111	FALL_OVER
112	CAUGHT_IN_FLAMES
113	CAUGHT_IN_WEB
114	UNIT_PROJECTILE_SLAM_BLOW_APART
115	UNIT_PROJECTILE_SLAM
116	UNIT_PROJECTILE_SLAM_INTO_UNIT
117	VOMIT
118	LOSE_HOLD_OF_ITEM
119	REGAIN_CONSCIOUSNESS
120	FREE_FROM_WEB
121	PARALYZED
122	OVERCOME_PARALYSIS
123	NOT_STUNNED
124	EXHAUSTION
125	PAIN_KO
126	BREAK_GRIP
127	NO_BREAK_GRIP
128	BLOCK_FIRE
129	BREATHE_FIRE
130	SHOOT_WEB
131	PULL_OUT_DROP
132	STAND_UP
133	MARTIAL_TRANCE
134	MAT_BREATH
135	ADV_REACTION_PRODUCTS
136	NIGHT_ATTACK_STARTS
137	NIGHT_ATTACK_ENDS
138	NIGHT_ATTACK_TRAVEL
139	GHOST_ATTACK
140	FLAME_HIT
141	TRAVEL_SITE_DISCOVERY
142	TRAVEL_SITE_BUMP
143	ADVENTURE_INTRO
144	CREATURE_SOUND
145	CREATURE_STEALS_OBJECT
146	FOUND_TRAP
147	BODY_TRANSFORMATION
148	INTERACTION_ACTOR
149	INTERACTION_TARGET
150	UNDEAD_ATTACK
151	CITIZEN_MISSING
152	PET_MISSING
153	EMBRACE
154	STRANGE_RAIN_SNOW
155	STRANGE_CLOUD
156	SIMPLE_ANIMAL_ACTION
157	FLOUNDER_IN_LIQUID
158	TRAINING_DOWN_TO_SEMI_WILD
159	TRAINING_FULL_REVERSION
160	ANIMAL_TRAINING_KNOWLEDGE
161	SKIP_ON_LIQUID
162	DODGE_FLYING_OBJECT
163	REGULAR_CONVERSATION
164	BANDIT_EMPTY_CONTAINER
165	BANDIT_GRAB_ITEM
166	COMBAT_EVENT_ATTACK_INTERRUPTED
167	COMBAT_WRESTLE_CATCH_ATTACK
168	FAIL_TO_GRAB_SURFACE
169	LOSE_HOLD_OF_SURFACE
170	TRAVEL_COMPLAINT
171	LOSE_EMOTION
172	REORGANIZE_POSSESSIONS
173	PUSH_ITEM
174	DRAW_ITEM
175	STRAP_ITEM
176	GAIN_SITE_CONTROL
177	CONFLICT_CONVERSATION
178	FORT_POSITION_SUCCESSION
179	MECHANISM_SOUND
180	BIRTH_WILD_ANIMAL
181	STRESSED_CITIZEN
182	CITIZEN_LOST_TO_STRESS
183	CITIZEN_TANTRUM
184	MOVED_OUT_OF_RANGE
185	CANNOT_JUMP
186	NO_TRACKS
187	ALREADY_SEARCHED_AREA
188	SEARCH_FOUND_SOMETHING
189	SEARCH_FOUND_NOTHING
190	NOTHING_TO_INTERACT
191	NOTHING_TO_EXAMINE
192	YOU_YIELDED
193	YOU_UNYIELDED
194	YOU_STRAP_ITEM
195	YOU_DRAW_ITEM
196	NO_GRASP_TO_DRAW_ITEM
197	NO_ITEM_TO_STRAP
198	NO_INV_TO_REMOVE
199	NO_INV_TO_WEAR
200	NO_INV_TO_EAT
201	NO_INV_TO_CONTAIN
202	NO_INV_TO_DROP
203	NOTHING_TO_PICK_UP
204	NO_INV_TO_THROW
205	NO_INV_TO_FIRE
206	CURRENT_SMELL
207	CURRENT_WEATHER
208	CURRENT_TEMPERATURE
209	CURRENT_DATE
210	NO_GRASP_FOR_PICKUP
211	CANNOT_CHOP_TREE
212	CANNOT_CLIMB
213	CANNOT_STAND
214	MUST_UNRETRACT_FIRST
215	CANNOT_REST
216	CANNOT_MAKE_CAMPFIRE
217	MADE_CAMPFIRE
218	CANNOT_SET_FIRE
219	SET_FIRE
220	DAWN_BREAKS
221	NOON
222	NIGHTFALL
223	UNUSED_0001
224	EMPTY_CONTAINER
225	TAKE_OUT_OF_CONTAINER
226	UNUSED_0002
227	PUT_INTO_CONTAINER
228	EAT_ITEM
229	DRINK_ITEM
230	CONSUME_FAILURE
231	DROP_ITEM
232	PICK_UP_ITEM
233	YOU_BUILDING_INTERACTION
234	YOU_ITEM_INTERACTION
235	YOU_TEMPERATURE_EFFECTS
236	PROFESSION_CHANGES
237	RECRUIT_PROMOTED
238	SOLDIER_BECOMES_MASTER
239	RESOLVE_SHARED_ITEMS
240	COUGH_BLOOD
241	VOMIT_BLOOD
242	MERCHANTS_UNLOADING
243	MERCHANTS_NEED_DEPOT
244	MERCHANT_WAGONS_BYPASSED
245	MERCHANTS_LEAVING_SOON
246	MERCHANTS_EMBARKED
247	PET_LOSES_DEAD_OWNER
248	PET_ADOPTS_OWNER
249	VERMIN_BITE
250	UNABLE_TO_COMPLETE_BUILDING
251	JOBS_REMOVED_FROM_UNPOWERED_BUILDING
252	CITIZEN_SNATCHED
253	VERMIN_DISTURBED
254	LAND_GAINS_STATUS
255	LAND_ELEVATED_STATUS
256	MASTERPIECE_CRAFTED
257	ARTWORK_DEFACED
258	POWER_LEARNED
259	YOU_FEED_ON_SUCKEE
260	ANIMAL_TRAINED
261	DYED_MASTERPIECE
262	COOKED_MASTERPIECE
263	MANDATE_ENDS
264	SLOWDOWN_ENDS
265	FAREWELL_HELPER
266	ELECTION_RESULTS
267	SITE_PRESENT
268	CONSTRUCTION_SUSPENDED
269	LINKAGE_SUSPENDED
270	QUOTA_FILLED
271	JOB_OVERWRITTEN
272	NOTHING_TO_CATCH_IN_WATER
273	DEMAND_FORGOTTEN
274	NEW_DEMAND
275	NEW_MANDATE
276	PRICES_ALTERED
277	NAMED_RESIDENT_CREATURE
278	SOMEBODY_GROWS_UP
279	GUILD_REQUEST_TAKEN
280	GUILD_WAGES_CHANGED
281	NEW_WORK_MANDATE
282	CITIZEN_BECOMES_SOLDIER
283	CITIZEN_BECOMES_NONSOLDIER
284	PARTY_ORGANIZED
285	POSSESSED_TANTRUM
286	BUILDING_TOPPLED_BY_GHOST
287	MASTERFUL_IMPROVEMENT
288	MASTERPIECE_ENGRAVING
289	MARRIAGE
290	NO_MARRIAGE_CELEBRATION
291	CURIOUS_GUZZLER
292	WEATHER_BECOMES_CLEAR
293	WEATHER_BECOMES_SNOW
294	WEATHER_BECOMES_RAIN
295	SEASON_WET
296	SEASON_DRY
297	SEASON_SPRING
298	SEASON_SUMMER
299	SEASON_AUTUMN
300	SEASON_WINTER
301	GUEST_ARRIVAL
302	CANNOT_SPEAK
303	RESEARCH_BREAKTHROUGH
304	SERVICE_ORDER_DELIVERY
305	PERFORMANCE_START_FAILURE
306	BEGIN_ACTIVITY
307	MIDDLE_OF_ACTIVITY
308	ACTIVITY_SECTION_CHANGE
309	CONCLUDE_ACTIVITY
310	LEARNED_WRITTEN_CONTENT
311	LEARNED_ART_FORM
312	PERFORMER_UPDATE
313	BUILDING_DESTROYED_OR_TOPPLED
314	DEITY_CURSE
315	COMPOSITION_COMPLETE
316	COMPOSITION_FAILED
317	NEW_APPRENTICESHIP
318	PETITION_IGNORED
319	CHOP_TREE
320	CANNOT_CONSTRUCT
321	RUMOR_SPREAD
322	AMBUSH_HERO
323	SERVICE_ORDER_RUMOR_RECEIVED
324	RETURNING_RUMOR_RECEIVED
325	NEW_HOLDING
326	NEW_MARKET_LINK
327	EMERGENCY_TACTICAL_CONTROL
328	AGREEMENT_SATISFIED
329	AGREEMENT_WARNING
330	AGREEMENT_ABANDONED
331	NEW_GUILD
332	CRIME_WITNESS_HANDOFF
333	CRIME_WITNESS_STOLEN
334	CRIME_WITNESS_ITEM_MOVED
335	CRIME_WITNESS_ITEM_MISSING
336	MOUNT
337	CANNOT_MOUNT
338	FAILED_MOUNT
339	DISMOUNT
340	FAILED_DISMOUNT
341	DIPLOMAT_LEFT_UNHAPPY
342	EMBARK_MESSAGE
343	FIRST_CARAVAN_ARRIVAL
344	MONARCH_ARRIVAL
345	HASTY_MONARCH
346	SATISFIED_MONARCH
347	MOUNTAINHOME
348	FOOD_WARNING
349	PUT_ON_ITEM
350	TAKE_OFF_ITEM
351	DEITY_PRONOUNCEMENT
352	CREATURE_STUCK
353	CITIZEN_STUCK
354	BARTENDER_SLACKING
355	UNUSED_50
